1,266.06,275.72,232.78,242.22,175.28,264.22,269.4,221.28,271.1,243.72,422.46
1,271.88,282.08,230.56,193.08,107.82,254.3,267.2,219.82,251.96,247.74,454.16
1,272.06,265.42,244.58,232.04,133.96,259.4,271.02,217.2,261.08,238.22,399.92
1,288.64,286.34,265.08,222.24,152.6,264.9,274.1,214.66,238.8,255.1,363.38
1,282.02,306.2,265.3,284.28,255.96,280.06,305.74,254.3,286.76,233.7,279.26
1,281.8,295.22,257.62,280.5,263.06,276.6,306.22,253.38,286.44,235.28,287.6
1,285.52,293.24,261.08,289.34,277.32,298.14,304.3,254.34,286,249.18,395.78
1,262.7,269.72,238.86,232,185.98,245.18,274.62,217.52,229.18,223.48,385.48
1,274.08,300.7,277.82,289.6,246.52,261.68,297.68,237.7,264.14,245.66,381.14
1,280.46,295.6,247.24,190.34,110.5,238.58,269.9,206.74,227.96,237.3,438.64
1,281.92,250.18,250.3,231.02,148.64,245.88,273.06,219.74,255.74,267.42,437.4
1,289.98,326.42,289.38,259.32,219.76,204.3,245.64,193.78,219.84,283.4,442.98
1,275.44,285.1,258.4,208.32,136.68,214.8,251.54,204.4,218.16,268.76,437.6
1,279.98,298.46,247.88,199.9,117.7,232.76,268.12,208.74,229.68,244.42,426.8
1,284.36,291.08,267.48,297.62,261.56,254.48,297.34,236.1,252.3,218.46,373.66
1,266.38,246.3,236.52,288.82,217.2,251.76,289.98,215.36,239.7,218.06,398.28
1,284.32,256.28,208.98,209.74,144.26,207.98,246.28,203.2,230.88,223.48,405.06
1,282.72,245.02,219.3,204.38,126.02,211.18,255.38,211.06,241.34,229.36,388.56
1,274.48,273.88,229.58,224.76,154.2,223.48,260.28,212.1,249.94,240.36,408.46
1,256.52,279.82,312.54,325.06,214.48,218.5,261.94,204.1,241.66,244,402.76
1,257.34,299.5,273.1,284.78,231.38,243.62,277.24,223.96,268.54,233.24,312.48
1,258.6,282.5,254.34,280.4,231.98,242.62,270.88,217.54,260.3,240.32,339.26
1,265.64,283.94,261.68,293.16,260.06,263.24,292.14,236.66,276.28,239.98,216.1
2,276.84,267.28,264.06,321.36,296.5,310.32,325.96,282.26,326.2,311.8,377.04
2,269.26,264.34,270.54,328.88,297.9,308.64,325.28,281.3,327.52,303.1,367.38
2,273.02,251.16,229.68,332.96,312.36,307.78,326.1,281.18,324.08,312.84,404.18
2,276.54,275.34,255.74,315.7,293.7,302,327.1,281.62,324.54,316.84,398
2,264.12,249.7,293.42,330.24,279.4,308.32,311.3,269.94,306.04,285.66,106.42
2,282.1,271.86,246.82,316.02,300.26,306.28,325.6,281.14,323.14,323.74,393.18
2,274.48,260.04,238.5,331.36,307.12,304.88,326.04,282.7,323.36,312.32,406.36
2,268.32,260.06,253.22,332.5,291.34,310.8,325.62,275.8,309,279.74,353.84
2,275.86,240.96,273.02,333.72,295,310.4,325.02,277.08,316.66,290.5,361.56
2,276.96,248.9,278.94,327.4,287.6,309.16,316.7,271.88,320.22,293.38,383.6
2,286.5,265.08,263.94,319.02,275.72,306.52,327.9,284.32,327.5,318.18,404.7
2,262.96,254.28,254.1,325.74,268.82,304.96,324.54,279.52,322.46,257.92,305.58
2,285.64,268.04,264.88,325.48,292.64,304.64,327.44,282.7,325.46,321.88,346.8
2,279.16,251.98,258.74,331.88,298.56,306.34,326.56,281.2,323.62,307.48,371.44
2,280.9,271.24,256.82,317.76,289.58,303.58,328.38,285.58,325,310.88,344.76
2,273.04,253.12,270.9,323.46,289.62,306.62,323.1,274.12,321.54,305.94,259.38
2,280.9,258.54,256.56,314.62,289.98,302.74,325.78,281.76,322.42,319.88,248.42
2,272.58,245.08,235.2,327.14,294.46,304.84,325.06,279.28,317.9,311.2,205.68
2,272.32,255.52,226.06,333.78,293.6,304.2,327.42,284.02,320.02,306.76,132.84
2,263.52,248.94,283.4,331.66,295.26,306,324.4,269.58,317.74,282.12,233.56
2,281.68,262.2,237.48,308.84,289.72,299.16,325.22,281.56,322.16,320.04,279.92
2,280.9,253.78,238.42,323.68,291.6,299.96,325.42,280.6,320.48,314.82,234.48
2,278.58,263.78,246.88,315.86,294.28,300.9,326.14,278.98,320.22,320.12,277.38
2,265.9,249.3,259.16,329.24,249.34,306.78,314.8,270.52,312.8,276.52,201.44
2,261.44,268.12,222.06,320.98,295,303.94,326.28,272.02,311.02,308.52,243.44
2,277.9,260.84,245.4,319.94,279.86,308.92,323.64,275.9,325.5,311.94,202.14
2,284.08,263.78,258.28,316.28,281.5,313.86,321.92,276.8,320.9,321.44,321.96
2,266.26,253.72,232.26,322.7,268.9,309.74,325.06,278.98,316.12,288.16,261.92
2,275.52,248,237.9,328.3,286.82,305.16,321.68,276.7,321.96,306.14,320.88
2,273.18,254.68,235.46,314.94,284.56,306.32,325.7,279.26,323.02,292.14,197.88
2,272.74,257.98,240.96,311.54,286.26,302.44,320.38,275.48,322.78,289.02,247.64
2,268.62,239.4,244.82,318.98,277,307.9,325.94,277.06,321.06,290.22,274.3
2,274.9,257.8,245.82,316.04,287.48,305.4,325.06,264.98,314.42,296.2,325.86
2,264.34,242.48,201.42,326.24,288.64,303.08,326.92,281.84,323.32,287.24,263.42
2,265.28,250.18,286.52,324.9,299.7,301.02,317.22,255.08,322.72,276.82,248.4
3,298.36,288.32,287.62,225.08,142.52,228.38,261.72,208.76,318.2,312.68,397.44
3,309.34,310.14,302.12,238.88,150.22,231.7,263.54,213.26,312.26,323.48,416.04
3,297.26,314.38,304,259.78,184.34,227.1,269.98,220.5,304.04,312.5,442.32
3,274.54,310.66,292.22,265.72,224.2,270.48,278.08,212.76,291.12,264.58,348.2
3,280.88,302.72,275.92,236.64,176.26,250.68,267.42,207.48,282.7,265.36,348.16
3,277.98,311.66,289.46,224.68,146.78,226.9,257.16,198.2,284.64,282.56,377.46
3,281.6,306.38,291.5,222.28,148.3,230.58,256.88,200.82,290.06,291.9,389.58
3,292.8,301.74,275.38,230.2,132.58,218.5,258.88,207.34,313.94,317.86,401
3,279.8,313.22,282.62,228.22,139.74,230.7,261.18,201.98,287.86,280.44,295.56
3,276.1,319.7,286.18,223.58,126.76,217.78,257.64,201.12,281.12,259.18,324.2
3,301.4,258.7,291.52,232.8,143,222.6,258.26,204.8,307.1,320.64,406.96
