1,266,275,232,242,175,264,269,220,271,243,423
1,272,282,230,192,107,254,267,220,252,247,454
1,272,265,245,232,134,260,271,217,262,238,400
1,290,286,264,221,151,264,272,213,237,254,363
1,282,306,266,284,255,281,306,254,287,235,279
1,282,295,257,280,263,277,306,254,287,235,300
1,263,269,238,230,186,244,273,216,228,222,390
1,262,269,238,231,186,244,274,217,229,223,387
1,274,300,277,289,247,262,298,238,264,247,378
1,280,295,248,190,110,239,270,207,227,235,438
1,282,250,251,231,149,246,272,220,256,268,438
1,290,326,289,259,219,203,245,192,219,283,443
1,276,286,259,209,139,215,253,205,219,270,439
1,279,299,249,201,119,233,268,210,230,246,428
1,284,291,267,297,261,254,297,236,252,217,374
1,267,247,237,291,219,254,291,216,241,219,398
1,285,256,207,209,144,208,246,203,229,222,405
1,283,245,220,204,126,211,256,211,242,230,390
1,275,274,229,223,154,224,261,212,250,242,410
1,256,280,313,326,215,219,262,204,241,244,406
1,257,300,274,285,231,243,277,224,268,232,310
1,258,282,253,279,231,242,270,217,260,240,341
1,265,285,262,294,263,264,293,237,277,240,209
1,244,254,227,221,131,205,251,210,224,216,398
2,276,267,264,321,296,311,326,282,327,312,377
2,269,265,270,329,298,308,325,282,327,303,369
2,273,251,230,333,312,308,326,281,324,312,404
2,277,275,256,315,293,302,327,281,324,316,397
2,264,250,294,330,279,308,311,270,306,286,108
2,282,272,246,316,301,307,326,281,323,324,392
2,274,259,236,331,308,304,326,282,323,312,406
2,268,261,254,332,292,311,325,276,309,279,353
2,275,241,273,334,294,310,325,277,316,291,363
2,277,249,279,328,288,309,318,271,320,293,382
2,287,265,265,319,276,306,328,285,328,319,404
2,264,255,254,326,270,305,325,280,323,260,303
2,286,268,264,326,292,305,328,283,325,322,346
2,279,252,258,332,299,306,326,281,323,307,372
2,281,271,257,317,290,303,328,285,325,311,346
2,274,254,271,323,290,307,324,274,321,306,255
2,281,258,257,314,290,303,326,281,322,320,246
2,273,245,236,326,294,305,325,280,318,311,204
2,271,256,225,334,293,305,328,285,320,307,135
2,264,249,283,332,295,306,325,270,318,283,232
2,282,263,238,309,290,300,326,281,322,321,281
2,280,253,237,324,291,300,325,281,321,314,233
2,278,263,246,317,294,301,326,279,321,320,282
2,267,250,259,330,251,307,315,271,313,277,200
2,261,268,222,321,295,304,327,272,312,309,240
2,278,261,245,320,279,309,324,276,326,312,222
2,284,263,259,316,281,314,321,277,320,321,323
2,267,254,232,323,269,310,325,279,316,290,261
2,276,248,238,328,287,305,322,277,322,307,320
2,274,255,236,315,284,306,325,279,323,293,205
2,272,257,240,312,286,304,320,275,323,288,248
2,269,240,246,319,277,308,326,277,320,290,276
2,275,258,246,316,287,305,325,265,315,297,325
2,266,243,202,326,288,303,327,282,323,289,266
2,264,250,287,325,300,301,317,255,323,277,251
3,299,288,288,227,145,230,262,209,317,313,398
3,310,309,302,240,152,233,265,214,313,324,417
3,298,315,304,260,185,227,270,221,304,312,442
3,274,311,291,265,224,270,278,212,291,265,350
3,281,302,273,250,212,273,278,212,282,265,347
3,278,312,290,225,147,227,257,199,285,283,377
3,282,306,292,223,148,231,257,201,290,291,390
3,292,302,276,230,133,219,259,207,314,318,399
3,280,313,283,227,138,230,261,202,288,280,290
3,276,320,286,223,125,217,257,202,281,259,331
3,301,258,292,230,139,220,256,204,307,321,406
3,307,320,303,260,182,241,266,211,306,321,416
3,264,327,303,248,167,227,253,195,270,237,266
3,294,318,305,266,202,231,271,216,303,299,401
3,276,322,304,286,229,245,282,224,290,284,384
3,282,304,283,237,179,236,261,204,302,300,404
3,292,293,296,281,256,267,283,243,309,320,417
3,291,321,299,273,197,224,266,220,294,287,407
3,291,305,274,263,185,239,284,247,311,271,425
3,263,326,311,278,196,217,242,187,281,265,7
3,276,313,292,255,177,218,252,200,277,285,374
3,287,309,292,261,177,217,259,216,311,303,411
3,291,299,279,258,220,249,268,212,286,303,397
3,298,302,301,253,178,228,261,206,304,319,423
3,283,272,271,238,197,235,262,212,313,296,401
3,277,313,294,268,225,265,275,216,290,283,393
3,293,305,295,248,164,229,259,214,288,299,404
3,297,317,302,251,164,218,255,206,278,300,429
3,279,313,285,227,135,224,265,223,277,263,405
3,273,321,291,235,157,226,249,196,281,252,220
3,281,307,293,239,159,224,256,204,288,286,360
3,296,293,275,231,152,226,259,207,305,308,394
3,288,286,253,214,133,227,259,206,273,268,332
4,298,300,275,219,132,233,264,206,275,260,454
4,302,314,288,237,150,241,272,221,255,278,463
4,307,312,274,229,140,241,272,216,243,256,416
4,294,316,274,234,147,246,274,226,260,245,446
4,294,289,246,249,174,269,293,231,273,238,413
4,304,318,279,239,157,241,266,204,229,253,124
4,289,255,243,236,160,252,276,218,264,239,313
4,295,315,285,246,175,264,286,224,242,285,443
4,290,280,261,222,136,232,271,218,254,250,435
4,300,321,260,214,140,235,264,206,240,291,466
4,300,320,260,213,140,235,265,206,241,289,467
4,297,278,269,251,165,239,263,211,238,250,161
4,289,260,240,237,165,252,279,220,255,246,375
4,297,299,255,247,167,253,278,224,260,226,122
4,270,306,258,225,149,250,280,217,262,238,399
4,280,268,234,228,157,253,280,222,254,252,411
4,310,316,274,256,168,256,281,226,260,264,234
4,299,313,281,236,153,246,276,217,241,279,440
4,292,303,250,221,134,232,270,215,231,261,396
4,298,322,289,243,158,254,280,218,231,281,448
4,291,301,268,247,173,263,287,226,273,281,435
4,285,279,252,243,167,256,285,228,266,263,433
4,306,307,274,241,152,243,272,208,219,249,142
4,299,305,252,236,157,256,283,226,260,243,380
4,303,302,256,237,157,251,273,208,265,265,300
4,302,319,286,245,172,266,284,217,225,281,434
4,297,313,277,244,171,270,287,226,254,263,423
4,304,301,284,265,198,276,293,234,294,310,406
4,294,303,254,225,166,259,274,212,252,256,449
4,297,319,277,219,152,243,271,208,239,264,432
4,300,285,259,250,181,263,286,229,257,237,287
4,293,322,269,254,170,266,291,232,251,241,378
5,319,299,277,287,270,287,314,249,281,322,169
5,309,287,262,255,201,249,292,229,260,320,330
5,292,253,270,290,232,268,299,247,273,294,378
5,305,293,284,259,202,248,275,220,264,314,442
5,322,303,279,294,274,285,309,245,276,323,331
5,309,327,283,177,183,232,252,203,244,315,452
5,308,327,265,165,117,242,256,199,216,308,422
5,292,305,239,193,167,257,263,199,225,288,455
5,317,310,296,241,213,241,248,196,231,318,457
5,299,312,258,205,227,247,260,205,239,299,434
5,292,292,210,177,204,227,272,207,230,288,456
5,303,305,245,247,275,273,284,212,271,311,436
5,300,303,255,177,132,233,275,209,224,296,455
5,301,289,242,196,139,237,264,204,232,306,447
5,293,289,202,194,204,267,271,203,240,293,404
5,292,292,241,176,159,202,259,208,232,295,377
5,308,323,260,233,160,187,248,210,246,317,487
5,318,330,304,218,177,250,271,213,235,322,478
5,318,325,287,223,220,243,251,209,248,322,464
5,299,313,263,172,141,238,254,211,247,321,460
5,309,327,275,174,111,202,264,212,232,314,479
5,309,327,276,174,112,202,264,213,232,315,479
5,303,309,287,205,140,219,257,215,253,313,471
5,306,323,260,181,101,224,251,200,222,307,477
5,304,305,277,231,170,238,265,216,240,314,456
5,283,281,243,233,200,262,253,193,242,290,449
5,285,282,244,235,201,262,253,193,243,290,450
5,285,302,244,229,196,234,252,204,234,282,379
5,290,305,241,226,208,245,258,195,215,296,401
5,292,322,257,184,120,225,254,198,213,295,471
5,296,313,244,183,129,231,251,204,227,288,466
6,265,312,275,190,163,242,275,228,316,259,425
6,255,304,264,185,161,246,284,246,319,254,419
6,253,310,274,194,137,260,302,259,318,250,433
6,257,314,272,181,130,235,296,241,319,269,432
6,245,323,256,175,120,233,288,255,318,249,425
6,247,313,258,169,123,236,288,258,320,263,425
6,257,315,267,171,123,245,304,245,319,267,428
6,253,306,265,179,143,254,307,260,320,261,427
6,252,317,272,169,120,223,285,239,320,270,416
6,264,317,270,180,118,227,285,242,320,272,417
6,258,314,268,185,150,238,296,242,320,257,400
6,254,313,262,195,158,258,287,246,320,254,391
6,261,315,272,184,115,221,285,240,320,262,385
6,256,301,251,173,121,229,286,237,320,241,440
6,257,301,254,176,125,231,289,238,320,249,441
6,258,306,257,180,124,232,289,229,319,262,440
6,257,316,260,159,108,251,310,254,318,248,444
6,263,314,265,162,112,249,311,255,319,253,449
6,272,295,240,163,105,238,290,231,321,271,439
6,262,302,266,166,110,247,307,252,320,248,440
6,264,309,272,170,107,246,300,238,320,257,443
6,256,313,269,172,109,240,295,246,319,242,434
6,260,305,278,197,124,253,292,237,320,259,440
6,265,312,276,200,131,243,290,239,320,260,444
6,261,313,277,189,116,231,284,226,317,250,439
6,260,317,281,218,158,246,277,221,325,259,328
6,265,319,294,217,149,231,289,224,323,257,363
6,258,313,271,205,122,216,283,251,325,258,388
6,260,318,284,193,119,209,282,234,323,259,400
6,267,315,284,214,124,221,269,222,323,268,382
6,252,318,273,209,118,212,277,238,322,241,383
6,254,319,271,218,186,247,272,238,323,246,370
1,259,263,225,178,94,212,245,223,251,248,422
1,262,275,230,208,154,206,247,206,235,247,426
1,264,277,233,210,156,210,250,209,239,249,427
1,255,270,234,224,151,234,269,217,268,227,408
1,282,258,266,289,259,284,306,251,293,225,275
1,267,255,262,255,212,250,285,225,270,222,348
1,277,268,226,253,158,229,282,221,264,231,321
1,261,248,232,193,112,227,268,216,237,235,395
1,280,306,289,289,262,253,305,245,258,239,249
1,287,298,302,276,248,277,319,252,249,247,194
1,267,262,232,223,175,223,257,205,240,236,349
1,264,273,235,192,118,214,258,209,237,231,376
1,258,321,270,256,200,209,254,201,229,207,332
2,270,257,308,329,300,293,314,249,308,295,235
2,277,252,277,325,292,310,324,278,327,310,244
2,265,244,254,311,276,298,312,257,288,255,269
2,288,293,300,335,278,276,304,256,295,275,237
2,275,302,315,337,268,283,280,219,242,239,97
2,271,296,304,324,290,259,281,224,242,240,191
2,279,308,298,297,299,278,292,226,265,266,250
2,262,209,199,311,279,307,329,276,326,286,109
2,283,271,277,318,310,215,275,221,270,246,313
2,278,270,292,311,287,256,278,231,267,289,307
2,262,239,244,296,253,311,323,267,307,319,322
2,302,259,309,321,288,289,308,238,289,320,266
2,281,234,247,308,267,303,324,270,321,318,283
2,287,240,286,310,243,276,283,225,271,290,328
3,281,301,242,240,166,250,267,231,309,288,305
3,281,310,263,250,219,262,275,226,295,301,131
3,295,272,275,274,250,279,293,238,310,306,315
3,278,268,231,234,199,268,271,223,305,273,280
3,294,299,296,291,275,263,272,218,295,309,312
3,300,292,264,274,266,269,286,239,304,319,346
3,272,323,275,260,246,274,271,216,286,270,194
3,280,258,224,225,187,253,268,230,311,280,275
3,274,317,278,271,213,260,273,228,273,274,238
4,296,314,274,252,185,258,273,216,223,249,384
4,288,301,271,246,172,247,269,211,241,264,394
4,299,291,256,232,148,238,276,220,278,239,369
4,294,277,269,272,207,268,300,246,302,292,392
4,288,289,268,242,180,252,279,223,273,275,375
4,281,285,230,228,152,252,281,234,262,284,372
4,282,255,245,246,176,262,291,234,291,256,392
4,282,251,240,236,162,251,277,227,281,266,369
4,310,309,290,271,205,269,292,230,259,306,394
4,300,313,252,233,142,235,272,215,248,285,384
4,296,255,230,248,195,282,302,248,284,245,391
5,262,264,232,236,191,271,273,206,256,235,328
5,253,284,298,295,172,202,237,194,224,219,353
5,280,284,298,273,188,187,239,193,221,263,363
5,291,274,252,218,151,187,239,201,217,272,289
