2013-08-30T14:54:42.116098, 0, 0, 0, 0, 0, 0, 0, 
2013-08-30T14:54:42.125816, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.136192, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.147951, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.156703, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.168071, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.179953, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.188718, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.202073, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.212208, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.222201, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.234196, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.248883, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.258369, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.274999, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.284567, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
2013-08-30T14:54:42.297949, 0.291863, -89.9168, 9.00833, -89.8066, 7.9962, -89.9273, -44.2867, 
